date,district,river,river_flow_cumecs,hydro_plant,plant_capacity_mw,generation_mw
2023-10-22,Sunsari,Koshi,32.35,Koshi Hydropower,30.0,18.77
2023-10-23,Sunsari,Koshi,27.57,Koshi Hydropower,30.0,17.85
2023-10-24,Sunsari,Koshi,33.49,Koshi Hydropower,30.0,20.23
2023-10-25,Sunsari,Koshi,30.36,Koshi Hydropower,30.0,19.21
2023-10-26,Sunsari,Koshi,35.26,Koshi Hydropower,30.0,21.3
2023-10-27,Sunsari,Koshi,29.68,Koshi Hydropower,30.0,19.02
2023-10-28,Sunsari,Koshi,31.76,Koshi Hydropower,30.0,20.09
2023-10-29,Sunsari,Koshi,37.04,Koshi Hydropower,30.0,21.63
2023-10-30,Sunsari,Koshi,30.07,Koshi Hydropower,30.0,19.29
2023-10-31,Sunsari,Koshi,32.05,Koshi Hydropower,30.0,19.16
2023-11-01,Sunsari,Koshi,29.16,Koshi Hydropower,30.0,17.44
2023-11-02,Sunsari,Koshi,27.21,Koshi Hydropower,30.0,18.68
2023-11-03,Sunsari,Koshi,27.68,Koshi Hydropower,30.0,17.6
2023-11-04,Sunsari,Koshi,21.95,Koshi Hydropower,30.0,15.64
2023-11-05,Sunsari,Koshi,20.3,Koshi Hydropower,30.0,14.04
2023-11-06,Sunsari,Koshi,26.36,Koshi Hydropower,30.0,17.53
2023-11-07,Sunsari,Koshi,22.99,Koshi Hydropower,30.0,14.43
2023-11-08,Sunsari,Koshi,18.38,Koshi Hydropower,30.0,13.13
2023-11-09,Sunsari,Koshi,18.15,Koshi Hydropower,30.0,13.13
2023-11-10,Sunsari,Koshi,17.54,Koshi Hydropower,30.0,13.01
2023-11-11,Sunsari,Koshi,17.4,Koshi Hydropower,30.0,13.17
2023-11-12,Sunsari,Koshi,20.16,Koshi Hydropower,30.0,13.74
2023-11-13,Sunsari,Koshi,22.19,Koshi Hydropower,30.0,15.5
2023-11-14,Sunsari,Koshi,22.03,Koshi Hydropower,30.0,15.68
2023-11-15,Sunsari,Koshi,21.92,Koshi Hydropower,30.0,16.13
2023-11-16,Sunsari,Koshi,22.26,Koshi Hydropower,30.0,15.55
2023-11-17,Sunsari,Koshi,18.79,Koshi Hydropower,30.0,13.32
2023-11-18,Sunsari,Koshi,22.26,Koshi Hydropower,30.0,14.65
2023-11-19,Sunsari,Koshi,21.28,Koshi Hydropower,30.0,15.57
2023-11-20,Sunsari,Koshi,20.68,Koshi Hydropower,30.0,14.79
2023-11-21,Sunsari,Koshi,22.02,Koshi Hydropower,30.0,15.11
2023-11-22,Sunsari,Koshi,19.74,Koshi Hydropower,30.0,13.32
2023-11-23,Sunsari,Koshi,25.38,Koshi Hydropower,30.0,16.16
2023-11-24,Sunsari,Koshi,24.16,Koshi Hydropower,30.0,16.4
2023-11-25,Sunsari,Koshi,19.88,Koshi Hydropower,30.0,14.22
2023-11-26,Sunsari,Koshi,17.43,Koshi Hydropower,30.0,12.03
2023-11-27,Sunsari,Koshi,17.13,Koshi Hydropower,30.0,12.85
2023-11-28,Sunsari,Koshi,16.05,Koshi Hydropower,30.0,11.44
2023-11-29,Sunsari,Koshi,17.5,Koshi Hydropower,30.0,13.33
2023-11-30,Sunsari,Koshi,17.85,Koshi Hydropower,30.0,13.09
2023-12-01,Sunsari,Koshi,16.96,Koshi Hydropower,30.0,12.34
2023-12-02,Sunsari,Koshi,18.03,Koshi Hydropower,30.0,13.49
2023-12-03,Sunsari,Koshi,16.9,Koshi Hydropower,30.0,12.61
2023-12-04,Sunsari,Koshi,15.05,Koshi Hydropower,30.0,11.87
2023-12-05,Sunsari,Koshi,17.05,Koshi Hydropower,30.0,12.6
2023-12-06,Sunsari,Koshi,16.19,Koshi Hydropower,30.0,12.13
2023-12-07,Sunsari,Koshi,16.33,Koshi Hydropower,30.0,12.06
2023-12-08,Sunsari,Koshi,18.65,Koshi Hydropower,30.0,13.54
2023-12-09,Sunsari,Koshi,18.62,Koshi Hydropower,30.0,14.1
2023-12-10,Sunsari,Koshi,17.02,Koshi Hydropower,30.0,12.36
2023-12-11,Sunsari,Koshi,16.01,Koshi Hydropower,30.0,12.21
2023-12-12,Sunsari,Koshi,14.71,Koshi Hydropower,30.0,10.92
2023-12-13,Sunsari,Koshi,16.52,Koshi Hydropower,30.0,11.51
2023-12-14,Sunsari,Koshi,15.02,Koshi Hydropower,30.0,11.47
2023-12-15,Sunsari,Koshi,18.0,Koshi Hydropower,30.0,13.23
2023-12-16,Sunsari,Koshi,14.77,Koshi Hydropower,30.0,11.22
2023-12-17,Sunsari,Koshi,17.09,Koshi Hydropower,30.0,12.02
2023-12-18,Sunsari,Koshi,16.35,Koshi Hydropower,30.0,12.28
2023-12-19,Sunsari,Koshi,17.07,Koshi Hydropower,30.0,12.68
2023-12-20,Sunsari,Koshi,17.59,Koshi Hydropower,30.0,12.52
2023-12-21,Sunsari,Koshi,19.34,Koshi Hydropower,30.0,13.23
2023-12-22,Sunsari,Koshi,17.12,Koshi Hydropower,30.0,12.51
2023-12-23,Sunsari,Koshi,19.13,Koshi Hydropower,30.0,13.95
2023-12-24,Sunsari,Koshi,16.97,Koshi Hydropower,30.0,12.68
2023-12-25,Sunsari,Koshi,17.5,Koshi Hydropower,30.0,12.48
2023-12-26,Sunsari,Koshi,18.06,Koshi Hydropower,30.0,13.17
2023-12-27,Sunsari,Koshi,16.84,Koshi Hydropower,30.0,12.78
2023-12-28,Sunsari,Koshi,15.37,Koshi Hydropower,30.0,11.2
2023-12-29,Sunsari,Koshi,15.6,Koshi Hydropower,30.0,11.76
2023-12-30,Sunsari,Koshi,18.0,Koshi Hydropower,30.0,13.61
2023-12-31,Sunsari,Koshi,14.89,Koshi Hydropower,30.0,10.89
2024-01-01,Sunsari,Koshi,14.93,Koshi Hydropower,30.0,11.74
2024-01-02,Sunsari,Koshi,16.71,Koshi Hydropower,30.0,12.98
2024-01-03,Sunsari,Koshi,16.11,Koshi Hydropower,30.0,11.96
2024-01-04,Sunsari,Koshi,14.42,Koshi Hydropower,30.0,10.93
2024-01-05,Sunsari,Koshi,17.89,Koshi Hydropower,30.0,13.43
2024-01-06,Sunsari,Koshi,15.87,Koshi Hydropower,30.0,11.83
2024-01-07,Sunsari,Koshi,16.61,Koshi Hydropower,30.0,11.45
2024-01-08,Sunsari,Koshi,15.73,Koshi Hydropower,30.0,11.78
2024-01-09,Sunsari,Koshi,16.21,Koshi Hydropower,30.0,12.26
2024-01-10,Sunsari,Koshi,15.77,Koshi Hydropower,30.0,12.1
2024-01-11,Sunsari,Koshi,17.55,Koshi Hydropower,30.0,12.5
2024-01-12,Sunsari,Koshi,16.46,Koshi Hydropower,30.0,12.14
2024-01-13,Sunsari,Koshi,17.26,Koshi Hydropower,30.0,13.05
2024-01-14,Sunsari,Koshi,16.24,Koshi Hydropower,30.0,12.09
2024-01-15,Sunsari,Koshi,19.49,Koshi Hydropower,30.0,13.23
2024-01-16,Sunsari,Koshi,15.18,Koshi Hydropower,30.0,11.92
2024-01-17,Sunsari,Koshi,15.01,Koshi Hydropower,30.0,11.32
2024-01-18,Sunsari,Koshi,19.08,Koshi Hydropower,30.0,14.1
2024-01-19,Sunsari,Koshi,17.07,Koshi Hydropower,30.0,12.05
2024-01-20,Sunsari,Koshi,16.63,Koshi Hydropower,30.0,12.29
2024-01-21,Sunsari,Koshi,16.97,Koshi Hydropower,30.0,12.71
2024-01-22,Sunsari,Koshi,16.89,Koshi Hydropower,30.0,12.44
2024-01-23,Sunsari,Koshi,17.39,Koshi Hydropower,30.0,12.3
2024-01-24,Sunsari,Koshi,15.31,Koshi Hydropower,30.0,10.74
2024-01-25,Sunsari,Koshi,17.42,Koshi Hydropower,30.0,13.35
2024-01-26,Sunsari,Koshi,16.99,Koshi Hydropower,30.0,12.63
2024-01-27,Sunsari,Koshi,17.83,Koshi Hydropower,30.0,13.45
2024-01-28,Sunsari,Koshi,18.81,Koshi Hydropower,30.0,13.89
2024-01-29,Sunsari,Koshi,16.66,Koshi Hydropower,30.0,12.57
2024-01-30,Sunsari,Koshi,14.39,Koshi Hydropower,30.0,10.92
2024-01-31,Sunsari,Koshi,18.12,Koshi Hydropower,30.0,13.34
2024-02-01,Sunsari,Koshi,14.53,Koshi Hydropower,30.0,11.59
2024-02-02,Sunsari,Koshi,16.19,Koshi Hydropower,30.0,12.11
2024-02-03,Sunsari,Koshi,16.5,Koshi Hydropower,30.0,12.96
2024-02-04,Sunsari,Koshi,16.9,Koshi Hydropower,30.0,11.92
2024-02-05,Sunsari,Koshi,18.6,Koshi Hydropower,30.0,12.76
2024-02-06,Sunsari,Koshi,17.39,Koshi Hydropower,30.0,13.13
2024-02-07,Sunsari,Koshi,17.31,Koshi Hydropower,30.0,12.4
2024-02-08,Sunsari,Koshi,17.11,Koshi Hydropower,30.0,13.37
2024-02-09,Sunsari,Koshi,17.32,Koshi Hydropower,30.0,13.23
2024-02-10,Sunsari,Koshi,17.44,Koshi Hydropower,30.0,13.39
2024-02-11,Sunsari,Koshi,18.3,Koshi Hydropower,30.0,13.6
2024-02-12,Sunsari,Koshi,19.7,Koshi Hydropower,30.0,13.59
2024-02-13,Sunsari,Koshi,21.45,Koshi Hydropower,30.0,14.11
2024-02-14,Sunsari,Koshi,19.23,Koshi Hydropower,30.0,14.35
2024-02-15,Sunsari,Koshi,15.22,Koshi Hydropower,30.0,11.0
2024-02-16,Sunsari,Koshi,19.54,Koshi Hydropower,30.0,14.56
2024-02-17,Sunsari,Koshi,20.15,Koshi Hydropower,30.0,14.49
2024-02-18,Sunsari,Koshi,18.1,Koshi Hydropower,30.0,13.11
2024-02-19,Sunsari,Koshi,16.73,Koshi Hydropower,30.0,12.55
2024-02-20,Sunsari,Koshi,15.62,Koshi Hydropower,30.0,11.92
2024-02-21,Sunsari,Koshi,18.89,Koshi Hydropower,30.0,13.48
2024-02-22,Sunsari,Koshi,16.3,Koshi Hydropower,30.0,12.66
2024-02-23,Sunsari,Koshi,13.79,Koshi Hydropower,30.0,11.1
2024-02-24,Sunsari,Koshi,16.05,Koshi Hydropower,30.0,12.06
2024-02-25,Sunsari,Koshi,17.2,Koshi Hydropower,30.0,12.42
2024-02-26,Sunsari,Koshi,15.9,Koshi Hydropower,30.0,12.38
2024-02-27,Sunsari,Koshi,15.51,Koshi Hydropower,30.0,10.98
2024-02-28,Sunsari,Koshi,15.12,Koshi Hydropower,30.0,11.61
2024-02-29,Sunsari,Koshi,15.01,Koshi Hydropower,30.0,11.65
2024-03-01,Sunsari,Koshi,21.62,Koshi Hydropower,30.0,14.56
2024-03-02,Sunsari,Koshi,20.06,Koshi Hydropower,30.0,14.57
2024-03-03,Sunsari,Koshi,16.41,Koshi Hydropower,30.0,12.2
2024-03-04,Sunsari,Koshi,18.56,Koshi Hydropower,30.0,13.17
2024-03-05,Sunsari,Koshi,18.59,Koshi Hydropower,30.0,13.79
2024-03-06,Sunsari,Koshi,18.85,Koshi Hydropower,30.0,13.1
2024-03-07,Sunsari,Koshi,20.42,Koshi Hydropower,30.0,14.71
2024-03-08,Sunsari,Koshi,20.32,Koshi Hydropower,30.0,13.44
2024-03-09,Sunsari,Koshi,26.04,Koshi Hydropower,30.0,17.05
2024-03-10,Sunsari,Koshi,22.04,Koshi Hydropower,30.0,15.15
2024-03-11,Sunsari,Koshi,24.72,Koshi Hydropower,30.0,16.08
2024-03-12,Sunsari,Koshi,25.59,Koshi Hydropower,30.0,16.91
2024-03-13,Sunsari,Koshi,22.86,Koshi Hydropower,30.0,15.47
2024-03-14,Sunsari,Koshi,23.43,Koshi Hydropower,30.0,16.27
2024-03-15,Sunsari,Koshi,21.81,Koshi Hydropower,30.0,15.27
2024-03-16,Sunsari,Koshi,24.15,Koshi Hydropower,30.0,16.31
2024-03-17,Sunsari,Koshi,26.08,Koshi Hydropower,30.0,17.07
2024-03-18,Sunsari,Koshi,24.11,Koshi Hydropower,30.0,15.85
2024-03-19,Sunsari,Koshi,24.59,Koshi Hydropower,30.0,16.14
2024-03-20,Sunsari,Koshi,28.37,Koshi Hydropower,30.0,17.97
2024-03-21,Sunsari,Koshi,32.36,Koshi Hydropower,30.0,19.19
2024-03-22,Sunsari,Koshi,33.88,Koshi Hydropower,30.0,20.46
2024-03-23,Sunsari,Koshi,28.25,Koshi Hydropower,30.0,17.84
2024-03-24,Sunsari,Koshi,32.55,Koshi Hydropower,30.0,19.57
2024-03-25,Sunsari,Koshi,25.19,Koshi Hydropower,30.0,15.85
2024-03-26,Sunsari,Koshi,32.28,Koshi Hydropower,30.0,19.81
2024-03-27,Sunsari,Koshi,31.3,Koshi Hydropower,30.0,18.59
2024-03-28,Sunsari,Koshi,23.23,Koshi Hydropower,30.0,15.19
2024-03-29,Sunsari,Koshi,30.91,Koshi Hydropower,30.0,19.71
2024-03-30,Sunsari,Koshi,38.05,Koshi Hydropower,30.0,21.51
2024-03-31,Sunsari,Koshi,33.04,Koshi Hydropower,30.0,20.09
2024-04-01,Sunsari,Koshi,37.77,Koshi Hydropower,30.0,21.27
2024-04-02,Sunsari,Koshi,34.72,Koshi Hydropower,30.0,20.01
2024-04-03,Sunsari,Koshi,38.38,Koshi Hydropower,30.0,20.98
2024-04-04,Sunsari,Koshi,36.38,Koshi Hydropower,30.0,21.06
2024-04-05,Sunsari,Koshi,32.25,Koshi Hydropower,30.0,19.91
2024-04-06,Sunsari,Koshi,35.97,Koshi Hydropower,30.0,20.41
2024-04-07,Sunsari,Koshi,38.64,Koshi Hydropower,30.0,22.55
2024-04-08,Sunsari,Koshi,41.02,Koshi Hydropower,30.0,21.74
2024-04-09,Sunsari,Koshi,46.12,Koshi Hydropower,30.0,22.12
2024-04-10,Sunsari,Koshi,34.92,Koshi Hydropower,30.0,19.09
2024-04-11,Sunsari,Koshi,41.03,Koshi Hydropower,30.0,20.77
2024-04-12,Sunsari,Koshi,42.42,Koshi Hydropower,30.0,21.95
2024-04-13,Sunsari,Koshi,38.13,Koshi Hydropower,30.0,20.94
2024-04-14,Sunsari,Koshi,34.61,Koshi Hydropower,30.0,20.44
2024-04-15,Sunsari,Koshi,50.63,Koshi Hydropower,30.0,23.99
2024-04-16,Sunsari,Koshi,53.5,Koshi Hydropower,30.0,25.16
2024-04-17,Sunsari,Koshi,47.19,Koshi Hydropower,30.0,23.35
2024-04-18,Sunsari,Koshi,41.2,Koshi Hydropower,30.0,21.93
2024-04-19,Sunsari,Koshi,44.92,Koshi Hydropower,30.0,22.43
2024-04-20,Sunsari,Koshi,42.26,Koshi Hydropower,30.0,23.13
2024-04-21,Sunsari,Koshi,44.92,Koshi Hydropower,30.0,21.77
2024-04-22,Sunsari,Koshi,46.51,Koshi Hydropower,30.0,23.38
2024-04-23,Sunsari,Koshi,46.81,Koshi Hydropower,30.0,23.11
2024-04-24,Sunsari,Koshi,67.09,Koshi Hydropower,30.0,27.08
2024-04-25,Sunsari,Koshi,60.49,Koshi Hydropower,30.0,25.61
2024-04-26,Sunsari,Koshi,64.4,Koshi Hydropower,30.0,26.15
2024-04-27,Sunsari,Koshi,61.22,Koshi Hydropower,30.0,25.52
2024-04-28,Sunsari,Koshi,47.25,Koshi Hydropower,30.0,24.31
2024-04-29,Sunsari,Koshi,56.06,Koshi Hydropower,30.0,24.97
2024-04-30,Sunsari,Koshi,74.6,Koshi Hydropower,30.0,28.82
2024-05-01,Sunsari,Koshi,62.63,Koshi Hydropower,30.0,26.13
2024-05-02,Sunsari,Koshi,46.05,Koshi Hydropower,30.0,23.09
2024-05-03,Sunsari,Koshi,52.12,Koshi Hydropower,30.0,24.19
2024-05-04,Sunsari,Koshi,50.44,Koshi Hydropower,30.0,24.38
2024-05-05,Sunsari,Koshi,59.05,Koshi Hydropower,30.0,24.97
2024-05-06,Sunsari,Koshi,50.33,Koshi Hydropower,30.0,24.06
2024-05-07,Sunsari,Koshi,66.9,Koshi Hydropower,30.0,26.44
2024-05-08,Sunsari,Koshi,64.69,Koshi Hydropower,30.0,26.43
2024-05-09,Sunsari,Koshi,56.33,Koshi Hydropower,30.0,25.27
2024-05-10,Sunsari,Koshi,57.67,Koshi Hydropower,30.0,25.52
2024-05-11,Sunsari,Koshi,74.24,Koshi Hydropower,30.0,27.25
2024-05-12,Sunsari,Koshi,67.06,Koshi Hydropower,30.0,27.7
2024-05-13,Sunsari,Koshi,75.41,Koshi Hydropower,30.0,27.63
2024-05-14,Sunsari,Koshi,62.97,Koshi Hydropower,30.0,27.99
2024-05-15,Sunsari,Koshi,89.59,Koshi Hydropower,30.0,28.31
2024-05-16,Sunsari,Koshi,61.21,Koshi Hydropower,30.0,26.47
2024-05-17,Sunsari,Koshi,70.52,Koshi Hydropower,30.0,26.24
2024-05-18,Sunsari,Koshi,69.75,Koshi Hydropower,30.0,27.87
2024-05-19,Sunsari,Koshi,86.25,Koshi Hydropower,30.0,27.48
2024-05-20,Sunsari,Koshi,86.93,Koshi Hydropower,30.0,28.5
2024-05-21,Sunsari,Koshi,75.26,Koshi Hydropower,30.0,27.05
2024-05-22,Sunsari,Koshi,65.55,Koshi Hydropower,30.0,26.63
2024-05-23,Sunsari,Koshi,81.71,Koshi Hydropower,30.0,27.58
2024-05-24,Sunsari,Koshi,82.77,Koshi Hydropower,30.0,27.19
2024-05-25,Sunsari,Koshi,78.7,Koshi Hydropower,30.0,27.33
2024-05-26,Sunsari,Koshi,84.85,Koshi Hydropower,30.0,29.28
2024-05-27,Sunsari,Koshi,67.37,Koshi Hydropower,30.0,26.86
2024-05-28,Sunsari,Koshi,51.79,Koshi Hydropower,30.0,23.29
2024-05-29,Sunsari,Koshi,53.66,Koshi Hydropower,30.0,25.37
2024-05-30,Sunsari,Koshi,47.02,Koshi Hydropower,30.0,22.66
2024-05-31,Sunsari,Koshi,52.94,Koshi Hydropower,30.0,24.98
2024-06-01,Sunsari,Koshi,61.31,Koshi Hydropower,30.0,26.17
2024-06-02,Sunsari,Koshi,86.46,Koshi Hydropower,30.0,28.61
2024-06-03,Sunsari,Koshi,85.41,Koshi Hydropower,30.0,29.58
2024-06-04,Sunsari,Koshi,73.57,Koshi Hydropower,30.0,26.44
2024-06-05,Sunsari,Koshi,83.68,Koshi Hydropower,30.0,28.42
2024-06-06,Sunsari,Koshi,99.21,Koshi Hydropower,30.0,29.81
2024-06-07,Sunsari,Koshi,88.99,Koshi Hydropower,30.0,27.69
2024-06-08,Sunsari,Koshi,95.62,Koshi Hydropower,30.0,27.93
2024-06-09,Sunsari,Koshi,94.7,Koshi Hydropower,30.0,28.28
2024-06-10,Sunsari,Koshi,73.65,Koshi Hydropower,30.0,27.39
2024-06-11,Sunsari,Koshi,94.43,Koshi Hydropower,30.0,27.31
2024-06-12,Sunsari,Koshi,98.86,Koshi Hydropower,30.0,29.19
2024-06-13,Sunsari,Koshi,86.74,Koshi Hydropower,30.0,26.92
2024-06-14,Sunsari,Koshi,104.86,Koshi Hydropower,30.0,30.0
2024-06-15,Sunsari,Koshi,76.6,Koshi Hydropower,30.0,27.8
2024-06-16,Sunsari,Koshi,76.31,Koshi Hydropower,30.0,28.93
2024-06-17,Sunsari,Koshi,85.67,Koshi Hydropower,30.0,28.6
2024-06-18,Sunsari,Koshi,82.6,Koshi Hydropower,30.0,27.58
2024-06-19,Sunsari,Koshi,74.93,Koshi Hydropower,30.0,26.59
2024-06-20,Sunsari,Koshi,99.57,Koshi Hydropower,30.0,28.95
2024-06-21,Sunsari,Koshi,109.22,Koshi Hydropower,30.0,29.05
2024-06-22,Sunsari,Koshi,119.72,Koshi Hydropower,30.0,30.0
2024-06-23,Sunsari,Koshi,69.96,Koshi Hydropower,30.0,26.02
2024-06-24,Sunsari,Koshi,107.86,Koshi Hydropower,30.0,30.0
2024-06-25,Sunsari,Koshi,105.25,Koshi Hydropower,30.0,30.0
2024-06-26,Sunsari,Koshi,94.41,Koshi Hydropower,30.0,28.34
2024-06-27,Sunsari,Koshi,98.65,Koshi Hydropower,30.0,30.0
2024-06-28,Sunsari,Koshi,135.1,Koshi Hydropower,30.0,28.9
2024-06-29,Sunsari,Koshi,107.55,Koshi Hydropower,30.0,29.2
2024-06-30,Sunsari,Koshi,116.85,Koshi Hydropower,30.0,28.15
2024-07-01,Sunsari,Koshi,89.25,Koshi Hydropower,30.0,29.81
2024-07-02,Sunsari,Koshi,70.19,Koshi Hydropower,30.0,25.46
2024-07-03,Sunsari,Koshi,88.4,Koshi Hydropower,30.0,26.98
2024-07-04,Sunsari,Koshi,85.95,Koshi Hydropower,30.0,27.52
2024-07-05,Sunsari,Koshi,81.44,Koshi Hydropower,30.0,28.86
2024-07-06,Sunsari,Koshi,96.27,Koshi Hydropower,30.0,29.42
2024-07-07,Sunsari,Koshi,59.83,Koshi Hydropower,30.0,25.63
2024-07-08,Sunsari,Koshi,100.1,Koshi Hydropower,30.0,29.64
2024-07-09,Sunsari,Koshi,72.94,Koshi Hydropower,30.0,26.96
2024-07-10,Sunsari,Koshi,85.57,Koshi Hydropower,30.0,28.39
2024-07-11,Sunsari,Koshi,100.03,Koshi Hydropower,30.0,30.0
2024-07-12,Sunsari,Koshi,82.61,Koshi Hydropower,30.0,27.63
2024-07-13,Sunsari,Koshi,96.42,Koshi Hydropower,30.0,27.95
2024-07-14,Sunsari,Koshi,98.78,Koshi Hydropower,30.0,29.11
2024-07-15,Sunsari,Koshi,118.79,Koshi Hydropower,30.0,29.97
2024-07-16,Sunsari,Koshi,115.88,Koshi Hydropower,30.0,29.35
2024-07-17,Sunsari,Koshi,140.84,Koshi Hydropower,30.0,30.0
2024-07-18,Sunsari,Koshi,126.02,Koshi Hydropower,30.0,29.28
2024-07-19,Sunsari,Koshi,113.7,Koshi Hydropower,30.0,29.31
2024-07-20,Sunsari,Koshi,121.3,Koshi Hydropower,30.0,29.7
2024-07-21,Sunsari,Koshi,88.7,Koshi Hydropower,30.0,28.46
2024-07-22,Sunsari,Koshi,109.98,Koshi Hydropower,30.0,30.0
2024-07-23,Sunsari,Koshi,86.33,Koshi Hydropower,30.0,28.39
2024-07-24,Sunsari,Koshi,98.86,Koshi Hydropower,30.0,28.45
2024-07-25,Sunsari,Koshi,82.59,Koshi Hydropower,30.0,28.28
2024-07-26,Sunsari,Koshi,74.63,Koshi Hydropower,30.0,28.04
2024-07-27,Sunsari,Koshi,95.86,Koshi Hydropower,30.0,29.25
2024-07-28,Sunsari,Koshi,103.28,Koshi Hydropower,30.0,29.5
2024-07-29,Sunsari,Koshi,85.42,Koshi Hydropower,30.0,26.76
2024-07-30,Sunsari,Koshi,90.18,Koshi Hydropower,30.0,26.18
2024-07-31,Sunsari,Koshi,78.96,Koshi Hydropower,30.0,28.63
2024-08-01,Sunsari,Koshi,96.86,Koshi Hydropower,30.0,29.0
2024-08-02,Sunsari,Koshi,96.96,Koshi Hydropower,30.0,28.61
2024-08-03,Sunsari,Koshi,85.09,Koshi Hydropower,30.0,28.58
2024-08-04,Sunsari,Koshi,86.79,Koshi Hydropower,30.0,29.73
2024-08-05,Sunsari,Koshi,113.14,Koshi Hydropower,30.0,30.0
2024-08-06,Sunsari,Koshi,78.38,Koshi Hydropower,30.0,28.32
2024-08-07,Sunsari,Koshi,100.78,Koshi Hydropower,30.0,28.02
2024-08-08,Sunsari,Koshi,79.94,Koshi Hydropower,30.0,27.02
2024-08-09,Sunsari,Koshi,103.47,Koshi Hydropower,30.0,26.82
2024-08-10,Sunsari,Koshi,101.38,Koshi Hydropower,30.0,29.36
2024-08-11,Sunsari,Koshi,94.24,Koshi Hydropower,30.0,29.45
2024-08-12,Sunsari,Koshi,69.11,Koshi Hydropower,30.0,27.63
2024-08-13,Sunsari,Koshi,72.95,Koshi Hydropower,30.0,27.61
2024-08-14,Sunsari,Koshi,73.59,Koshi Hydropower,30.0,26.99
2024-08-15,Sunsari,Koshi,82.74,Koshi Hydropower,30.0,27.37
2024-08-16,Sunsari,Koshi,78.33,Koshi Hydropower,30.0,26.84
2024-08-17,Sunsari,Koshi,50.88,Koshi Hydropower,30.0,23.94
2024-08-18,Sunsari,Koshi,65.38,Koshi Hydropower,30.0,25.49
2024-08-19,Sunsari,Koshi,63.47,Koshi Hydropower,30.0,27.39
2024-08-20,Sunsari,Koshi,62.9,Koshi Hydropower,30.0,24.94
2024-08-21,Sunsari,Koshi,63.61,Koshi Hydropower,30.0,25.89
2024-08-22,Sunsari,Koshi,80.09,Koshi Hydropower,30.0,26.05
2024-08-23,Sunsari,Koshi,77.85,Koshi Hydropower,30.0,27.73
2024-08-24,Sunsari,Koshi,83.03,Koshi Hydropower,30.0,27.86
2024-08-25,Sunsari,Koshi,80.69,Koshi Hydropower,30.0,27.4
2024-08-26,Sunsari,Koshi,95.8,Koshi Hydropower,30.0,27.78
2024-08-27,Sunsari,Koshi,68.83,Koshi Hydropower,30.0,26.65
2024-08-28,Sunsari,Koshi,70.0,Koshi Hydropower,30.0,26.33
2024-08-29,Sunsari,Koshi,72.76,Koshi Hydropower,30.0,26.93
2024-08-30,Sunsari,Koshi,55.84,Koshi Hydropower,30.0,26.39
2024-08-31,Sunsari,Koshi,50.22,Koshi Hydropower,30.0,24.06
2024-09-01,Sunsari,Koshi,69.08,Koshi Hydropower,30.0,27.1
2024-09-02,Sunsari,Koshi,53.98,Koshi Hydropower,30.0,24.28
2024-09-03,Sunsari,Koshi,58.54,Koshi Hydropower,30.0,24.75
2024-09-04,Sunsari,Koshi,60.26,Koshi Hydropower,30.0,25.58
2024-09-05,Sunsari,Koshi,50.68,Koshi Hydropower,30.0,25.83
2024-09-06,Sunsari,Koshi,41.17,Koshi Hydropower,30.0,21.72
2024-09-07,Sunsari,Koshi,49.32,Koshi Hydropower,30.0,24.02
2024-09-08,Sunsari,Koshi,45.14,Koshi Hydropower,30.0,22.3
2024-09-09,Sunsari,Koshi,58.14,Koshi Hydropower,30.0,23.2
2024-09-10,Sunsari,Koshi,66.15,Koshi Hydropower,30.0,25.72
2024-09-11,Sunsari,Koshi,59.06,Koshi Hydropower,30.0,27.24
2024-09-12,Sunsari,Koshi,39.0,Koshi Hydropower,30.0,21.71
2024-09-13,Sunsari,Koshi,35.62,Koshi Hydropower,30.0,21.35
2024-09-14,Sunsari,Koshi,30.82,Koshi Hydropower,30.0,18.56
2024-09-15,Sunsari,Koshi,53.17,Koshi Hydropower,30.0,22.75
2024-09-16,Sunsari,Koshi,43.76,Koshi Hydropower,30.0,21.8
2024-09-17,Sunsari,Koshi,48.05,Koshi Hydropower,30.0,23.78
2024-09-18,Sunsari,Koshi,54.16,Koshi Hydropower,30.0,24.83
2024-09-19,Sunsari,Koshi,44.48,Koshi Hydropower,30.0,22.71
2024-09-20,Sunsari,Koshi,46.78,Koshi Hydropower,30.0,22.86
2024-09-21,Sunsari,Koshi,42.88,Koshi Hydropower,30.0,22.97
2024-09-22,Sunsari,Koshi,41.79,Koshi Hydropower,30.0,21.74
2024-09-23,Sunsari,Koshi,34.9,Koshi Hydropower,30.0,20.31
2024-09-24,Sunsari,Koshi,35.54,Koshi Hydropower,30.0,20.44
2024-09-25,Sunsari,Koshi,37.14,Koshi Hydropower,30.0,20.57
2024-09-26,Sunsari,Koshi,42.56,Koshi Hydropower,30.0,21.67
2024-09-27,Sunsari,Koshi,45.73,Koshi Hydropower,30.0,22.71
2024-09-28,Sunsari,Koshi,32.57,Koshi Hydropower,30.0,20.45
2024-09-29,Sunsari,Koshi,42.95,Koshi Hydropower,30.0,23.1
2024-09-30,Sunsari,Koshi,37.62,Koshi Hydropower,30.0,21.58
2024-10-01,Sunsari,Koshi,42.45,Koshi Hydropower,30.0,21.71
2024-10-02,Sunsari,Koshi,39.52,Koshi Hydropower,30.0,20.55
2024-10-03,Sunsari,Koshi,35.25,Koshi Hydropower,30.0,20.9
2024-10-04,Sunsari,Koshi,39.51,Koshi Hydropower,30.0,22.05
